         128502091 function calls (127962783 primitive calls) in 2091.010 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\random.py:70(_seed_custom_device)
        2    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\testing\_comparison.py:446(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\testing\_comparison.py:558(_process_inputs)
       16    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\jit\_recursive.py:478(<listcomp>)
        1    0.000    0.000    0.000    0.000 <frozen genericpath>:121(_splitext)
        2    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\inspect.py:3039(replace)
        1    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\multiprocessing\spawn.py:36(set_executable)
        1    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\enum.py:964(_find_data_repr_)
        1    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\typing.py:294(_deduplicate)
        1    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\enum.py:346(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\re\_compiler.py:214(_compile_charset)
        2    0.000    0.000    0.000    0.000 {built-in method numpy.asarray}
        8    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\testing\_comparison.py:350(<genexpr>)
       10    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:413(has_location)
        3    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\re\_parser.py:284(tell)
        1    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\typing.py:245(_collect_parameters)
        2    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\testing\_comparison.py:772(_equalize_attributes)
       16    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\jit\_recursive.py:476(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torchvision\transforms\transforms.py:706(__init__)
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1122(get_filename)
        3    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\enum.py:37(_is_descriptor)
        1    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\__init__.py:1820(__getattr__)
        1    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\utils\tensorboard\_pytorch_graph.py:143(__init__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:422(spec_from_loader)
        5    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\re\_parser.py:247(match)
        2    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\numpy\core\shape_base.py:207(_arrays_for_stack_dispatcher)
        2    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\testing\_comparison.py:527(__init__)
       16    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\jit\_recursive.py:479(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\multiprocessing\synchronize.py:321(Event)
        3    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\typing.py:677(<genexpr>)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:977(exec_module)
        1    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\typing.py:1196(args)
        1    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\utils\data\sampler.py:109(__iter__)
        2    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\utils\data\dataset.py:349(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\testing\_comparison.py:109(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\multiprocessing\synchronize.py:186(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\cuda\__init__.py:68(queue_seed_all)
        4    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\testing\_comparison.py:683(_to_tensor)
        2    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torchvision\datasets\vision.py:88(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\PngImagePlugin.py:1072(write)
        1    0.000    0.000    0.000    0.000 {built-in method PIL._imaging.zip_encoder}
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:931(create_module)
        1    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
        4    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\re\_parser.py:158(__len__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:964(create_module)
        1    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\re\_parser.py:954(fix_flags)
        1    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\re\_parser.py:73(__init__)
        1    0.000    0.000    0.000    0.000 <frozen runpy>:26(_TempModule)
        2    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\re\_compiler.py:568(isstring)
        1    0.000    0.000    0.000    0.000 C:\Users\dell\OneDrive\Bureau\segmentation\segmentation\loss_alix\hierarchical\cifar.py:70(LeNet)
        4    0.000    0.000    0.000    0.000 {method 'is_complex' of 'torch._C._TensorBase' objects}
        2    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\jit\_trace.py:38(_create_interpreter_name_lookup_fn)
        1    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\_util.py:5(is_path)
        2    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torchvision\transforms\transforms.py:126(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\testing\_comparison.py:330(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\re\_parser.py:109(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\utils\data\dataloader.py:392(multiprocessing_context)
        1    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torchvision\transforms\transforms.py:1839(_check_sequence_input)
        1    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\re\_compiler.py:396(_simple)
        2    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\typing.py:884(__hash__)
        3    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\jit\_state.py:41(__bool__)
        3    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\Image.py:3471(register_decoder)
        2    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\jit\_trace.py:589(make_tuple)
        1    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\multiprocessing\queues.py:294(JoinableQueue)
        1    0.000    0.000    0.000    0.000 {built-in method torch._C._mps_is_in_bad_fork}
        1    0.000    0.000    0.000    0.000 <frozen os>:818(fsdecode)
        1    0.000    0.000    0.000    0.000 <frozen runpy>:49(_ModifiedArgv0)
        1    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
        1    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\PpmImagePlugin.py:148(PpmPlainDecoder)
        1    0.000    0.000    0.000    0.000 {built-in method fromkeys}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
        6    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\inspect.py:2736(name)
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:362(__subclasshook__)
        1    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\PpmImagePlugin.py:53(PpmImageFile)
        3    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\enum.py:234(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\inspect.py:755(_is_wrapper)
        2    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\re\_parser.py:79(groups)
        8    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\inspect.py:2748(kind)
        1    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\multiprocessing\synchronize.py:123(Semaphore)
        6    0.000    0.000    0.000    0.000 {built-in method numpy.asanyarray}
        3    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\typing.py:1345(<genexpr>)
        1    0.000    0.000    0.000    0.000 {built-in method torch._C.f}
        2    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\testing\_comparison.py:113(get_tolerances)
        1    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\mps\__init__.py:42(manual_seed)
        1    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\PngImagePlugin.py:1068(__init__)
        2    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        4    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        4    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\__init__.py:513(is_tensor)
        4    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\inspect.py:3031(parameters)
        1    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\Image.py:3427(register_save_all)
        3    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\enum.py:1144(__init__)
        3    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\jit\_trace.py:570(<genexpr>)
        1    0.000    0.000    0.000    0.000 {built-in method _imp.get_frozen_object}
        1    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\typing.py:447(__repr__)
        1    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\utils\data\sampler.py:106(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\BmpImagePlugin.py:287(BmpRleDecoder)
        1    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\multiprocessing\synchronize.py:142(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 {built-in method math.ceil}
        1    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\typing.py:1200(kwargs)
        1    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\Image.py:571(_ensure_mutable)
        1    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\multiprocessing\synchronize.py:184(RLock)
        1    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\BmpImagePlugin.py:361(DibImageFile)
        2    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
        1    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\multiprocessing\synchronize.py:159(Lock)
        2    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\tqdm\std.py:97(<listcomp>)
        2    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\numpy\core\fromnumeric.py:3148(_ndim_dispatcher)
        1    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\PpmImagePlugin.py:279(PpmDecoder)
        1    0.000    0.000    0.000    0.000 <frozen runpy>:166(_Error)
        2    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
        1    0.000    0.000    0.000    0.000 {method 'cleanup' of 'ImagingEncoder' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\re\_compiler.py:426(_get_iscased)
        1    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\re\_parser.py:166(__setitem__)
        1    0.000    0.000    0.000    0.000 {built-in method torch.is_anomaly_check_nan_enabled}
        1    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\jit\_trace.py:612(wrap_check_inputs)
        1    0.000    0.000    0.000    0.000 {method 'flush' of '_io.BytesIO' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\ImageFile.py:75(_tilesort)
        1    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\multiprocessing\popen_spawn_win32.py:22(_path_eq)
